text,reply_to_message_id,mentioned
"Фотографы есть, отравитесь?",,False
Где можно сдать ноутбук на ремонт?,,False
"В @apteka_bali спросите ,может есть)",1444852,False
Вам нельзя написать.,1444813,False
"привет, у кого-нибудь есть капли назонекс?? очень нужны, только они так классно помогают(",,False
"Друзья, подскажите пожалуйста, где возможно купить возвратные обратные билеты для прилёта на Бали. Нормальные сайты или авиакомпании, пожалуйста , а не профили в телеграм.🙏",,False
"Ребята, приветик!) Кто видел где продают  новогодние гольфы, носочки? Хотим новогоднюю фотосессию устроить!🤪",,False
"Всем привет! 
Где подешевле арендовать авто (не байк) без водителя на 6 дней в Нуса дуа?",,False
,,False
Я лечу,1444710,False
Спасибо большое!,1444821,False
"Кто знает, где можно купить аналог нашей фруто няни, детского пюре",,False
Спасибо),1444839,False
"Там все легко) три раза надо будет съездить
1 - подать паспорт и оплатить
2 - фото и отпечатки 
3 - забрать документы 

Все организовано, без Ада)",1444829,False
Есть в убуде барбер и на выезд),1444079,False
"Малайзия, Вьетнам был не дорогой",1444837,False
Как правило офицер иммиграции просит предоставить именно реальный билет на вылет из Индонезии в рамках первоначального срока визы,1444830,False
"Куда лучше взять билеты, если не знаем ещё куда будем лететь дальше? Что там ближайшее есть ?)",1444832,False
"Да, можно. Обращайтесь",1444827,False
Благодарю),,False
"Друзья, физкульт привет. 

Кто готов поиграть с нами в футбол Убуде? ⚽️",,False
"Не у меня не у жены не спросили, мы на 6 месяцев сказали прилетели",1444830,False
"Да, не обратный, а в третью страну. Шутить с этим не надо",1444830,False
"Ребята, всем привет) 
Скажите, пожалуйста, при въезде на Бали, обязательно ли иметь обратный билет?",,False
Продление в иммиграционную?)))) и пройти все круги ада )) так же как b211,,False
"Ну , я и говорю, 213. У тебя месяц и  продление на месяц",1444826,False
"А туристическую
На 30 дней которую дают можно продлить?",,False
У меня туристическая,1444817,False
"Кто летит с Бали в мск в ближайшее время (2-3 недели)?

Передать кое что нужно",,False
Новую визу внутри страны без вылета нельзя получить. Вы можете подать заявку на новую визу но для её активации надо вылететь из Индонезии и вернуться по новой визе назад,1444815,False
Обращайтесь. Пришлём всю информацию,1444812,False
@bali_nogti,1444747,False
Кто хочет пообедать,,False
Влететь ты должен по 211.  Вообще люди думают чуть наперед. Если у тебя 213 - одно продление и визаран. Иначе никак. С миграшкой лучше не шутить,1444815,False
Вам нельзя написать,1444813,False
А можно как то без визрана обойтись ? По места сделать B211,,False
Всем привет! Подскажите пожалуйста сколько оформление визы б211 сейчас стоит? 🙏,,False
"первым к открытию.
не в понед и не в пятн.
или завести красную карту (100млн пополнить) с ней без очереди=)",1444796,False
Я слышала что его сын теперь,1444690,False
Скам,1444802,False
Спс),1444803,False
DHL,1444762,False
"Здравствуйте, мы у Ани брали",1444801,False
У кого есть билет на burning beach на 23 или на два дня по хорошей цене?,,False
"всем привет! 
кто-нибудь знает места, куда можно сдать вещи на продажу/переработку/нуждающимся? ♻️",,False
"Есть может у кого-то инфа, в какое время лучше приходить в ПЕРМАТУ чтобы не провести там 3 часа?",,False
"Ребята, мы нашли 5 чудесных котят, которых бросила мама🥹🥹🥹

Им всего 3-4 недели, но они уже очень сообразительные, даже хотят на пеленочку и едят любую еду!

Были у ветеринара, здоровенькие, чистенькие малыши.


ДЕТКИ ИЩУТ ДОМ 🥹
Может быть кому-то нужна такая радость в доме, которая и понежиться и змею с мышкой с территории отпугнет 😍


Пишите, скину фотки! Если кто-то захочет помочь котяткам в поиске семьи , разместите, пожалуйста, у себя в инстаграмах или где угодно информацию 🥹🥹🥹🙏🙏🙏🙏",,False
"рада что ваш клининг хорошо моей, за моими нужно домывать)",1444791,False
мы их не моем)) у нас у всех клининг )),1444790,False
"ребята чем вы моете унитаз на Бали, все средства из магазинов оставляют серые разводы не могу ужеее",,False
"Добрый день! Не могу написать Вам в личку. Могу посоветовать оочень хорошего Nail-стилиста, который делает аппаратный маникюр. РАЕН Нуса-дуа",1444747,False
"Ребят, посоветуйте расстановщика на Бали",,False
,,False
Чтобы меньше всего сюрпризов было,,False
"Да, поэтому вполне закономерно перед поездкой провести месяц лютого рисёрча, чё там как, какая шиза очередная в той или иной стране",1444784,False
"Я часто смотрю чаты визовые, там прям страх что в головах у людей - берут справку с работы вот какая есть такую и берут, и потом куча сообщений о том как «всем отказывают», или пишут то что нужно декларировать лекарства в багаже (обычную аптечку) а то «куча случаев аннулируют визу!»",1444781,False
"А, да, фейковый кoвид серт ещё (ну щас уже не так актуально)",,False
"А по факту, чаще всего фейковая работа, фейковая выписка из банка, фейковое обоснование, фейковый билет на вылет, фейковая бронь отеля и т.д. и т.п.",,False
"Собсна, все требования для виз, въездов и т.д. — это на 90% бюрократический цирк с конями. Люди делают вид, что соблюдают требования, офицеры делают вид, что верят",,False
"Да, им нужна привязка. Поэтому и делают фейковую должность в какой-нибудь ру компании. Как и на шенген",1444779,False
"Хотя все очень индивидуально кому-то дают кому-то нет, но абсолютно точно не надо брать справки с минимальной зарплатой и говорить что ты фрилансер с бали",1444778,False
Не надо значит использовать такое глупое обоснование),1444776,False
"А насчёт шансов, минимум трёх людей знаю, кто целой семьёй подавались (от двух до четырёх человек) и всё ок",1444774,False
Используют 🤷🏽‍♀️ и получают отказы,1444775,False
"Я и не думаю, что кто-то в качестве обоснования будет использовать эту причину)",1444774,False
"С туристической шансы малы, тк обоснование нужно достаточно грамотное, а не то что полетел в индонезию визу получать тк в россии не работает, тк это очень далеко от России, есть куча стран поближе",1444773,False
"Насколько мне известно, как раз таки для визы в США китас не является обязательным условием. Многие с B211 получали",1444771,False
,1444771,False
"Ну кстали я когда визу делала, нам все местные агентсыв отказывали тк китаса нет и говорили вам 100/ не дадут! 
Но мы пошли сами все сделали, у меня была виза 211? (Вроде она бизнес виза в общем) и я говорила что нахожусь на бали по работе, планирую в отпуск в сша и из сша ЕДУ ДОМОЙ В РОССИЮ! тк у вас должна быть четкая привязка к родине! Что вы проживаете в россии, в россии визу получить нельзя поэтому пока в командировке решила попробовать тут, в индонезии в командировке, живу и работаю в россии и потом лечу сразу домой в россию",1444767,False
"Здесь банкоматы максимум выдают 3 млн за раз
И еслм русский райф то он не работает тут, из русских карт работают только Юнион Пэй и только парочки банков",1444759,False
5 млн ни с какой нельзя. ограничено купюрами в атм. 3 млн макс.,1444759,False
"Bangkok rental (⬆️выбор)
Arya Gusthouse (⬇️цены)",1444756,False
"Да, вполне закономерно",1444766,False
Ну тут думаю еще паспорт смотрят - если видят что много путешествуешь / визы/ штампы - то смысла придираться нет - на пустой паспорт и визу сложно получать и вопросы задают,1444765,False
"Нормик. Видимо если так делали, то в особых случаях",1444764,False
"У меня лично и у моих друзей никогда не просили. Все всегда банально - цель поездки, сколько наличных везете, где будете жить? Обратные билеты",1444763,False
"А на границе США, кстати, в аэропорту могут телефон попросить разблокировать и покопаться в нём? Слышал вроде подобное",1444761,False
"Всем ку, какая компания возит багаж с Бали в Тай?",,False
Дело в том что в консульстве я так понимаю не только визы выдают) и куда вы там со своим телефоном внутри здания потом пойдете - вот тут уже вопросики),1444760,False
Других причин тогда не вижу технику забирать),1444757,False
"Скажите пожалуйста с карты райфайзинг банка 
С банкомата можно сразу снять 5 мил ?",,False
"Ну собеседование маловероятно тк там ничего такого не спрашивают секретного, ну например я с парнем была и вот нас прашивали когда мы познакомились и где, сколько вместе, где живем, тк офицера смутило что у меня гражданство рф а парень с австралийским паспортом",1444754,False
Посоветуйте байк ренталов в Убуде пожалуйста🙏,,False
"Оке, спасибо за инфу. Так понимаю, не хотят чтобы записывали на диктофон собеседование скорее всего",1444753,False
"Ну и собственно там все электронные приборы нельзя включая наушники, зарядки и прочее. Повторюсь - в джакарте были камеры хранения, например в варшаве сразу предупреждали оставить все в отеле тк хранения не было на тот момент",1444700,False
"Привет всем! 🌞

Было классно познакомиться с интересными людьми. ( ищу подруг) 
Я творческий человек во всех планах, увлекаюсь духовным развитием и таро 

Я за творческие коммуникации, хочется что-то поделать интересное или сходить вместе на пляж, погулять, покушать 

Пишите👉🏽👈🏽",,False
"Я не знаю в чем смысл но нельзя, в джакарте у них камеры хранения есть куда можно сдать (тк сама туда сдавала), я делала визу польора года назад и у меня очень плохой Английский и мне разрешили зайти с парнем, но я на входе жутко тупила и нервничала и сказала что это переводчик и я сама ничего не понимаю на английском, но не знаю всегда ли так пропускают или мне просто повезло, собеседование с парнем проходила (ему не нужна виза сша была тк он гражданин другой страны) но у меня в анкете он был указан как попутчик и получилось объяснить почему мы на собеседовании вместе и почему вместе зашли. Так же если туго с англ можно переводчика найти, видела в джакарте с переводчиком официальным заходили, но это заранее нужно договариваться тк по сути переводчик должен получить приглашение тоже чтоб зайти, так я неск лет назад получала визу сша в польше с переводчиком, но это было через агента и все заранее оговаривалось/оплачивалось",1444700,False
Спасибо! А в Чангу подобного не знаете?),1444748,False
в Убуде есть Ahahac cafe там на русском кино по будням в 20ч,1444741,False
"Девочки, подскажите, пожалуйста, а здесь реально найти нормальный маникюр аппаратный? Чтобы как у нас)
А то я пришла, а они кусачки достали и принялись заусенцы кромсать. Я в шоке 😨 
Может кто есть русские девочки делают?",,False
"Посоветуйте пожалуйста на куте хороший массаж, где тихо и можно расслабиться",,False
"Всем привет 👋 
Ребята есть у кого нибудь ЛОР знакомый, восполнилось ухо, в больнице не чего толком не сказали, типо того что само пройдет. 
Если может кто помочь отзовитесь пожалуйста.",,False
"Всем привет! Подскажите, где можно на бали сходить в кино, чтобы были русские субтитры? Ну или английские. 
Чтобы точно не индонезийские)",,False
"это может быть трещина в кости в районе под коленкой. опухло просто. и боль.
у меня так было.
меня авто сбило.
месяц с прямой ногой в гипсе валялся дома=)",1444720,False
"Доброе утро) 
Подскажите есть кто может помочь с визой в Италию ?)",,False
"Это было ещё в России, а как тут быть не знаю(",,False
А где реабилитолога взял?,1444730,False
Чем мазать чтобы воспаление проходило,,False
"Ребят, про крем скажите, пожалуйста",,False
Колени это печально 🥲,1444733,False
"У меня похожая проблема с этой связкой, но толком так и не разобралась в тонкостях",1444730,False
"Нет, зашивают когда полный отрыв походу, но даже в моем случае работа с реабилитологом была необходима, чтобы потом это колено всю жизнь о себе не напоминало",1444728,False
"Здравствуйте . Если кто-то знает преподавателей по танго в убуде , пожалуйста поделитесь контактами! 🫶",,False
Вам зашивали связку?,1444725,False
"Всем утра, уличная кошка принесла нам новорожденных котят, побыла матерью недельку и потом оставила нам на попечение, им уже по 5 месяцев, и мы думаем, куда их приютить, т.к. мы тут не насовсем, знаю приют Villa Kitty, но может кто то хотел бы себе 2 котят ( мальчика и девочку)(все вакцины имеются)",,False
"Я однажды упал на колено и это был частичный разрыв крестообразной связки, тут нужен рентген или мрт чтобы это понять, но симптомы похожие",1444721,False
"Всем привет) среди нас есть велосипедисты или триатлонисты, кто сейчас на Бали?🔥 или может у кого-то такие знакомые есть😂",,False
"Нужен, чтоб не пользоваться шлемами граба при заказе такси)",1444701,False
Может это перелом?,1444720,False
"Ребят, подскажите, пожалуйста. Я с байка упала, колено отекло не сгибается, больно очень. Что в аптеке местной можно купить типа кетопрофена? Я в Амеде, одна, вообще передвигаться не получается",,False
100%)),1444711,False
Я лечу,1444710,False
"Здравствуйте, какой вес у посылки?",1444709,False
Спасибо,1444713,False
в чат с посылками зайдите,1444709,False
"я по этому и написала про ТАКОЙ ЖЕ шлем - это тот же производитель и такая же модель) но в одном соглашусь - если не умеешь пользоваться токопедией, лучше не заказывать там ничего)",1444707,False
"Ребят, может кто-то летит 30-го или 31-го в Москву?🙏🏽",,False
"Здравствуйте. Кто нибудь летит на Бали до Н.Г. ? 
Нужно посылку доставить из Москвы на Бали. За вознаграждение.",,False
После таких советов часто на маркет выставляют шлемы 😆 Нет такого. Все размеры разные у разных производителей! Кому не нужно проблем и есть 20-30-40к сверх - куда проще прийти выбрать померить и купить. Можно еще по архаичным привычкам померить в магазине и купить в интернет 🤣 но там привезут не то и опять кто то будет платить дважды 😆,1444705,False
"чтобы заказать нужно знать свой размер) обхват головы в сантиметрах) если в магазине понравился шлем, но нет размера меньше, можно смело заказывать такую же модель шлема на размер меньше на токопедии)",1444703,False
"Поэтому, сначала померить на Бали. Потом такой же заказать на Токопедии",,False
Не советую. Лучше шлем мерить. Размеры часто удивляют. С токопедии часто экономщики 30-40к 😄 их потом продают - размер не подошел 🫠,1444073,False
"обратитесь в чат с посылками, найдете поптчиков, только остерегайтесь мошенников и не переводите деньги заранее)",1444339,False
"Это вообще не дорого для шлема) но если шлем нужен только для того чтобы не оштрафовала полиция, то можно и дешевле найти)",1444074,False
"А в чём смысл, с какой целью забирают?",1444691,False
"https://maps.app.goo.gl/UsTqTbjsLW2zvCpv6 но с размерами туго, по этому на токопедии если что)",1444058,False
на токопедии наверняка есть),1444025,False
@next_level_ride😁,1444022,False
@next_level_ride,1443920,False
Напиши в мотошколу @next_level_ride☺️ обучение и сервис на высоте),1443918,False
"Всем привет, посоветуйте плз апарты/ 1комн виллу, район чангу. С 13 января на месяяц",,False
"На входе заберут, как и в любом другом консульстве сша",1444541,False
Он давно Богу душу отдал.,1443893,False
А дорогу  на Баланган уже открыли?,,False
Благодарю🫂,1444646,False
Привет всем,,False
👍🏻,1444643,False
Лига теннис в умаласе. Но самый приятный на мой взгляд - это корты отеля интерконтинентал в джимбаране.,1444625,False
Есть в Чангу или на Куте где поиграть в большой теннис?,,False
🤗,1444612,False
спасибо большое 🫶,1444611,False
"Тоже толоко прилетел на Бали .
Обратный билет взял(на всякий случай через 2 месяца )никто не спрашивал .
Летел с Камбоджи",1444522,False
Напишите),1370353,False
"Летим на Бали 21.12, можем взять посылку",,False
"Здравствуйте 
Напишите в лс, у вам не написать",1444559,False
"Здравствуйте, подскажите пожалуйста сериал хороший или фильм, комедия или мелодрама)",,False
Напиши в лс,1444580,False
Батлеры возят,1444559,False
"Добрый вечер
Посоветуйте хорошего мастера -колориста по блонду 🙏",,False
Спасибо за информацию,1444552,False
"Привет! 
Какие есть способы или может быть чаты, где можно оставить заявку по перевозке вещей на Бали за деньги?",,False
Спасибо!),1444554,False
Спасибо!),1444548,False
"нет, на паркинге оставишь. Идти 10 мин ножками",1444529,False
"Нет, -700$ ущерба от них",1444527,False
"В зону прилета, только где граб такси",1444529,False
"Здравствуйте, кто был на собеседовании для визы в консульстве сша в Сурабае, можно ли телефон с собой взять?",,False
Да,1444420,False
"Подскажите, пустят ли на байке в зону прилёта международного аэропорта?",,False
"Кто нибудь бронировал виллы на I love villa?
Можно ли доверять этой компании?",,False
"друзья, привет ! 
лечу впервые на Бали
знаю, что нужен обратный билет !
но пока не понимаю, когда буду возвращаться обратно.

обратный билет для вылета нужно брать в течении 30 дней пока там находишься или можно взять билет на дату , спустя 2 месяца ?
спасибо!",,False
"""бабки"" страховые на выплачивают - отправляют на лечение в больницы партнеры!",1444296,False
"Добрые люди, дайте точки на гугл картах, где стоят блокпосты на севере Бали с взимальщиками денег за проезд :)",,False
Ок спасибо большое,1444484,False
Ребят подскажите тут продают перекись ? Или может кто то продать ?,,False
+971545063313 WhatsApp,1444451,False
а часовой какой? +5 или +8 у меня время часовое +6 по Астане,,False
Спасибо,1444461,False
"Могу да могут нет 
Купи билет 
Медан- кулау-лумпур 
3300 ну Авиасейлс",1444458,False
Да,1444458,False
"Народ а никто на подсление не ищет случаем соседа или гест хороший ???? Убуд 
С 3.01 могу заезжать 
Бюджет до 5млн",,False
"При влете требуют обратный билет, как в некоторых странах?",,False
Вам уже скам катает),1444439,False
Не возможно вам написать в личку,1444427,False
CleanSlate Laser,1444376,False
Написала,1444442,False
Ребят в каком районе кокосы 🥥 самые бюджетные ? (Оптом ),,False
"Marat_freedom, 🌴Бали чатик - @balichatik
🏖Чангу чатик - @cangguchat
📆Мероприятия - @eventsbali
🎉Тусовки - @bali_party
🏡Жильё - @balirental
🚘Авто - @baliauto
🛵Байки - @balibike
✈️Визы - @bali_visa
👨🏻‍💼Работа - @jobsbali
💰Бизнес клуб - @balibc
💵Инвестиции - @investbali
🚀Стартапы - @balistartups
🏗Строительство - @buildbali
👨🏻‍💻SEO-туса - @seobali
🕉Саморазвитие - @balisp
🧘🏼‍♀️Йога - @baliyoga
👩🏼‍⚕️Здоровье - @balihealth
💄Красота - @balibeauty
👗Дизайнеры - @designclothing
💆🏻‍♂️Массаж - @balimassag
💞Знакомства - @balidating
🤵🏻Мужской - @balimc
💃🏼Женский - @baliwomens
🧸Детский клуб - @balichildren
🥭Доставка фруктов - @balifruits
🍱Доставка еды - @balifood
🎥Фото и видео - @pvbali
🎲Игры - @baligames
🏄🏻‍♂️Серфинг - @balisurfer
🗺Туры - @toursbali
🛒Куплю/Продам - @balisale
💶Обмен денег - @balimoney
📦Посылки - @balipackage
⚙️Ремонт техники - @baliservice
🚕Попутчики - @baliontheway

↪️Делитесь ссылками с друзьями и знакомыми, проживающими на Бали, давайте развивать комьюнити вместе!😊

🌍 @ChatikWorld 💬",1444437,False
ботя чаты,,False
чат обмена,1444410,False
Ок спасибо,,False
я вам в личку написала,1444427,False
"На Бали ты землю на 20 лет можешь взять, как в аренду",1444427,False
Добрый вечер! Подскажите пожалуйста контакт человека кто может помочь купить землю под гостиницу и советами местных законодательства! И подбором участка! Спасибо заранее всем !,,False
друзья всем привет такой вопрос. кт оможет покупать косметику и отправлять авиапочтой небольшие посылки,,False
"Всех приветствую, не подскажете где на Бали купить светомузыку любую, но чем больше тем лучше, пожалуйста?",,False
Спасибо!,1444421,False
"Несколько дней назад въехал в китай, брали мазок какой то изо рта и все. 
На транзите может и не берут.",1444419,False
"Всем привет

Кто был в Тае подскажите
На РФ симки приходят смс от банка?
Условно нужно перевод сделать, а симка у меня с собой в телефоне. Просто на Бали с этим проблем нет, а как в Тае?",,False
"Тоже слышал, что отменили",1444417,False
Обязательно,,False
"Нет, отменили недавно",1444414,False
Да,1444414,False
👍🏻,1444413,False
Всем привет! Кто недавно летел через Китай? Код здоровья все еще нужно заполнять?,,False
Неправда,1444397,False
Ребят где можно рубли поменять на рупий (безналом🤦🏻😀),,False
"кто нибудь пойдёт сегодня на вершину Батура на рассвет?) одним страшноватно, хочется в компании)",,False
Как и везде…как пвезет,1444397,False
Да,,False
Привет,1444396,False
Неправда,1444397,False
👍🏻,1444401,False
"Ни есть в варунгах, только приличные рестики",1444397,False
"Это правда что на острове часты отравления? Если да, какие лайфхаки чтоб избежать?) помимо того, что надо мыть руки и фрукты 😅",,False
"Ищу таблектки креон на острове, может кто готов поделиться 🙏",,False
Подскажите где найти досуг в куте 18+ (18-25 ),,False
Спасибо !,1444385,False
В денпасаре есть много ларьков недалеко от Ikia,1444334,False
"Каждый день работает)) можно одним днём проехать. Недавно был там). И недорого и быстро 😁
100к вход и плюс бензин доехать.
На 4х на авто вышло менее 500к на каждого всех затрат.",1444379,False
"Отлично, осталось уточнить детали!)",1444379,False
Я тоже хАчу 😍,1444377,False
"Добрый вечер 👋 
Подскажите пожалуйста куда  кто ходит на лазер ? ❤️❤️❤️",,False
"bintang
pepito (дорогой)
Grand Lucky
Primaloka
в супермаркетах тут всё не дешёво, если сраанивать с тайским макро
дёшево только на утренних базарах ;)",1444367,False
Несколько дней обычно.,1444369,False
Кэшбэк в течении какого времени возвращается?,1444362,False
"Господа, всем доброго вечера) я тут новенькая, не подскажете, есть ли магазины типа метро (макро в Тае)? Спасибо)",,False
Сегодня - нет),1444350,False
+++,1444362,False
"Приветик всем. Ребят, забыла, может кто подскажет. В семиньяке большой магазин с чехлами на телефон зарядками всякими и электроникой🙏🏽
Можно в личку",,False
Сумма сразу на 7% дешевле.,1444359,False
Молчат(,1444360,False
Сумма сразу на 25к дороже,1444357,False
"Другие российские сервисы: 
- тинькофф 
-альфа 
- купи билет 
- яндекс путешествия 
И прочее",1444354,False
Тинькофф путешествия,1444347,False
"Да причем тут мои услуги?. Я не страховая компания.. я только помогаю найти действующую страховку, рабочую.
Много зависит от клиента, кака он оформляет и как потом действует при страховом случае ☝️☝️☝️",1444333,False
Авиасетлс перекидывает меня на зарубежный сайт оператора,1444352,False
"Всем привет 👋🏼 
Подскажите, можно ли на буките купить и проявить пленку для фотика ?",,False
"1. Авиасейлс принимает русские карты
2. Сделать карту газпромбанка unionpay ее много где принимают",1444347,False
Нашли где потусить?),1444349,False
Нет),1444344,False
Привет ! Есть кто тренирует на серфе в Чангу ?,,False
Ребят как оплатить билеты когда русская карта не принимается!? Скажите лайфхаки,,False
Да есть москва- денпасар через дубаи 18 часов самый быстрые маршрут,1444289,False
Батлер сервис,1444339,False
Из любого города,,False
"Всем привет ! Друзья , кто летит в ближайшие дни на Бали ? Нужно передать маленькую посылку за вознаграждение ))благодарю",,False
Добрый день ! По чем продаете ?,1444329,False
"Продаются 2 билета на 5'nizza.
Стоимость 900к каждый
В личку расскажу, почему не идём сами)",,False
Народ на вилле собирают и отдыхают),1444332,False
"Есть местный водитель , если ещё актуально напишите в лс",1444249,False
Куплю чемодан для ручной клади. Может кто то подсказать где приобрести ?,,False
"@DanilBelyavskiy кто пользовался его услугами по страховке на Бали, есть отзывы?",,False
Это бар какой-то?),1444313,False
"Всем привет) 
А расскажите кто где покупал елку и украшения?
Может кому-то не нужна елка и готов продать? Не хочется плодить пластик, но елку очень хочется 🎄",,False
"Кто на Бали занимается таргетом?

Открываю нулевой аккаунт,туда нужны подписчики с таргет",,False
"съездите в ворд хумус, там классное пространство на втором этаже и хорошая вегетарианская кухня",1444322,False
Синта кафе,1444322,False
"Ищем с девчонками место провести женский завтрак , чтобы было уютненько и креативно, подскажите, район Чангу",,False
Можно через 60,1444272,False
На вилле сегодня туса,1444288,False
"Напишите в лс, есть знакомый водитель.",1444249,False
Благодарю❤️,1444029,False
готовы арендовать новый nmax и новый скупи по хорошим ценам🙏,,False
Кто сдает в АРЕНДУ напольный кондиционер?,,False
"Ребят всем привет. Подскажите какие есть хорошие страховки на покрытие здоровья человека с Украины (страховка нужна на Бали) Даже если человек попал в аварию на машине, или на байке или упал куда то. Какие самые лучшие что бы выплачивали бабки и полностью покрывали человека?)",,False
Пиши),1444236,False
Бали буда по кокосовому маслу.,1444290,False
"Всем привет! 
Ищу таргетолога",,False
"Привет 🌼

Подскажите пожалуйста магазин где продаётся кокосовое масло 

И ещё магазин с парфюмом на маслах ищу!",,False
"Ну я в плане того, норма ли время полета со всеми пересадками 30 часов 
Или можно найти меньше",1444285,False
"Ребята, всем привет! 
Подскажите, пожалуйста, где сегодня зажигают?) 🎉🥂",,False
"Примерно +30 
В океане плавать можно 
Вода тёплая всегда зимой 

Но сезон дождей, никогда не знаешь будет дождь или нет",1444283,False
"Вылет по времени МСК , а прилет по местному",,False
"Прибывает он по Балийскому времени - это +5 часов к МСК времени , вот и считайте )",1444284,False
"Подскажите пожалуйста, сколько вообще норма время в пути с Москвы до Бали ? А то смотрю билеты аж на месяц вперед и там везде время в пути минимум 30 часов 🥹",,False
Всем привет ! как погода на .бали ? +30 и можно ли плавать в океане?,,False
Кто делает драконов на руку?,,False
"Всем привет! Ищем людей на виллу в районе Чангу, на 7 дней, с 19 января. Стоимость 740k в сутки. Для доп информации пишите в лс)",,False
У тебя закрыт профиль,1444258,False
"Ребята, лечу из Москвы 26 декабря на Бали останавливаюсь вначале parq ubud, Если есть попутчики, пишите)",,False
А у кого можно взять игру кэш флоу в аренду ?,,False
На вилле сегодня будет тусовка,1444271,False
"Если покупаю визу в аэропорту на 30 дней, и скажу что продлю еще на 30, могу билет обратный взять через 60 дней? Или докопаются почему не через 30?",,False
"Всем привет 
где r&b тусовки проходят??
Или подскажите хороший клуб в убуде кроме кабаны))",,False
"Подскажите, пожалуйста, таможня в аэропорту, где можно растаможить собственный б/у телефон, заплатив таможенный сбор с разницы между его текущей стоимости и 500$, работают круглосуточно? Если прилетаю в 22:00, это можно будет сделать?",,False
от поручителя зависит скорость. а банки Mega и Bni остались.,1444262,False
"Привет, гайз!) Подскажите, какой банк быстрее и легче оформит местную карту?",,False
"Всем привет! 
Подскажите, пожалуйста, где на Бали можно арендовать костюм Лары Крофт или каких-то его частей?",,False
"Ребят, кто делает Камбо?",,False
"Здравствуйте всем 🌊
Ребят, кто то был на Виписане на Бали?",,False
1 млн примерно,1444249,False
"Ребята, всем привет. Какой список документов нужен для путешествия  на Бали из России?",,False
"Ребят, куда можно на ужин сходить с морепродуктами? Красивое место, где народ есть. Район Семиньяк",,False
"Привет!А подскажите,сколько примерно будет стоить такси от аэропорта до Seririt- Singaraja(примерно сюда,около 2.5 часа в пути)?",,False
Mega (до НГ) и Bni еще можно.,1444159,False
Подскажи),1444175,False
"Всем привет!

Может быть, кто-нибудь посоветует швею в Убуде, кто сможет подшить брюки?",,False
"Мне - нет, ему - да. Я отметил по доброму. Я сам очень давно его знаю, работаю с ним и поэтому позволил себе заметить",1444219,False
